Member,Order,SKU,Date,Description
M35464,7494769,15669763,2013-08-08,Other Dals
M35464,7494769,7569802,2013-08-08,Namkeen
M35464,7494769,93073679,2013-08-08,Namkeen
M35464,7494769,7572311,2013-08-08,Namkeen
M35464,7494769,7573614,2013-08-08,Face Wash
M35464,7494769,7572313,2013-08-08,Namkeen
M35464,7494769,7593949,2013-08-08,Cream Biscuits
M35464,7494769,15670010,2013-08-08,Almonds
M35464,7494769,7573376,2013-08-08,Mango Juices
M35464,7494769,15669860,2013-08-08,Moong Dal
M35464,7494769,15669778,2013-08-08,Other Dals
M35464,7494769,93272602,2013-08-08,Regular Pasta
M35464,7494769,15669879,2013-08-08,Other Dals
M35464,7494769,15669878,2013-08-08,Toor Dal
M35464,7494769,15669815,2013-08-08,Jaggery
M35464,7494769,15669885,2013-08-08,Moong Dal
M35464,7494769,15669884,2013-08-08,Whole Spices
M35464,7494769,7623116,2013-08-08,Liquid Soaps & Bars
M35464,7494769,15669821,2013-08-08,Whole Spices
M35464,7494769,93272603,2013-08-08,Regular Pasta
M35464,7494769,15669780,2013-08-08,Sugar
M35464,7494769,15669764,2013-08-08,Besan
M35464,7494769,15669760,2013-08-08,Whole Spices
M35464,7494769,7547323,2013-08-08,Liquid Soaps & Bars
M35464,7494769,15669769,2013-08-08,Other Dals
M35464,7516750,7570656,2013-12-07,Hair Oil
M35464,7516750,93272603,2013-12-07,Regular Pasta
M35464,7516750,7569802,2013-12-07,Namkeen
M35464,7516750,7684032,2013-12-07,Phenyles & Acids
M35464,7516750,15669857,2013-12-07,Raw Peanuts
M35464,7516750,7547323,2013-12-07,Liquid Soaps & Bars
M35464,7516750,15669832,2013-12-07,Sugar
M35464,7516750,93272602,2013-12-07,Regular Pasta
M35464,7516750,15669860,2013-12-07,Moong Dal
M35464,7516750,34988973,2013-12-07,Face Wash
M35464,7516750,7573376,2013-12-07,Mango Juices
M35464,7516750,7569806,2013-12-07,Namkeen
M35464,7516750,21408952,2013-12-07,Whole Spices
M35464,7516750,7741647,2013-12-07,Mosquito Repellent
M35464,7516750,15669762,2013-12-07,Urad Dal
M35464,7516750,7623116,2013-12-07,Liquid Soaps & Bars
M35464,7516750,7572313,2013-12-07,Namkeen
M35464,7516750,15669821,2013-12-07,Whole Spices
M35464,7516750,29247044,2013-12-07,Besan
M35464,7516750,15669862,2013-12-07,Other Dals
M35464,7550112,15669778,2013-06-22,Other Dals
M35464,7550112,7569802,2013-06-22,Namkeen
M35464,7550112,15669834,2013-06-22,Raw Rice
M35464,7550112,15669815,2013-06-22,Jaggery
M35464,7550112,15669880,2013-06-22,Sooji & Rava
M35464,7550112,15669863,2013-06-22,Moong Dal
M35464,7550112,7580781,2013-06-22,Hand Wash
M35464,7550112,7633833,2013-06-22,Tomato Ketchup
M35464,7550112,7569801,2013-06-22,Namkeen
M35464,7550112,7573376,2013-06-22,Mango Juices
M35464,7550112,15669763,2013-06-22,Other Dals
M35464,7550112,15669772,2013-06-22,Other Dals
M35464,7550112,7570555,2013-06-22,Shoe Polish
M35464,7550112,7572313,2013-06-22,Namkeen
M35464,7550112,93073679,2013-06-22,Namkeen
M35464,7550112,7570758,2013-06-22,Toilet Cleaners
M35464,7575627,34986125,2013-05-26,Whole Spices
M35464,7575627,15669864,2013-05-26,Other Dals
M35464,7575627,15669772,2013-05-26,Other Dals
M35464,7575627,15669778,2013-05-26,Other Dals
M35464,7575627,7570758,2013-05-26,Toilet Cleaners
M35464,7575627,15669863,2013-05-26,Moong Dal
M35464,7614409,7569802,2013-05-05,Namkeen
M35464,7614409,7547323,2013-05-05,Liquid Soaps & Bars
M35464,7614409,34986131,2013-05-05,Whole Spices
M35464,7614409,7569801,2013-05-05,Namkeen
M35464,7614409,7633833,2013-05-05,Tomato Ketchup
M35464,7614409,34986127,2013-05-05,Whole Spices
M35464,7614409,7572313,2013-05-05,Namkeen
M35464,7614409,15669834,2013-05-05,Raw Rice
M35464,7614409,7573376,2013-05-05,Mango Juices
M35464,7614409,15669821,2013-05-05,Whole Spices
M35464,7614409,15669760,2013-05-05,Whole Spices
M35464,7614409,93272603,2013-05-05,Regular Pasta
M35464,7614409,7684032,2013-05-05,Phenyles & Acids
M35464,7614409,34986126,2013-05-05,Whole Spices
M35464,7614409,7576453,2013-05-05,Mosquito Repellent
M35464,7614409,15669880,2013-05-05,Sooji & Rava
M35464,7614409,15669764,2013-05-05,Besan
M35464,7614409,15669815,2013-05-05,Jaggery
M35464,7614409,15669832,2013-05-05,Sugar
M35464,7614409,93073679,2013-05-05,Namkeen
M35464,7837788,7753734,2012-05-03,Health Drinks
M35464,7837788,15669763,2012-05-03,Other Dals
M35464,7837788,15669863,2012-05-03,Moong Dal
M35464,7837788,7573614,2012-05-03,Face Wash
M35464,7837788,15669878,2012-05-03,Toor Dal
M35464,7881233,15670010,2014-06-13,Almonds
M35464,7959832,7572303,2014-05-27,Namkeen
M35464,7959832,7569802,2014-05-27,Namkeen
M35464,7959832,21408942,2014-05-27,Other Rice Products
M35464,7959832,15669772,2014-05-27,Other Dals
M35464,7959832,15669769,2014-05-27,Other Dals
M35464,7959832,15669760,2014-05-27,Whole Spices
M35464,7959832,15669821,2014-05-27,Whole Spices
M35464,7959832,15669878,2014-05-27,Toor Dal
M35464,7959832,15669869,2014-05-27,Moong Dal
M35464,7959832,34986126,2014-05-27,Whole Spices
M35464,7959832,7630967,2014-05-27,Regular Pasta
M35464,7959832,7572313,2014-05-27,Namkeen
M35464,7959832,15670270,2014-05-27,Other Dals
M35464,7959832,7572311,2014-05-27,Namkeen
M35464,7959832,15669988,2014-05-27,Other Dals
M35464,7959832,7572299,2014-05-27,Namkeen
M35464,7959832,34931439,2014-05-27,Mixed Fruit Jam
M35464,7975141,15669783,2014-09-05,Sooji & Rava
M35464,7975141,34990545,2014-09-05,Healthy & Digestive Biscuits
M35464,7975141,15668478,2014-09-05,Banana
M35464,7975141,34990371,2014-09-05,Cream Biscuits
M35464,7975141,15669969,2014-09-05,Cashews
M35464,7975141,34992999,2014-09-05,Yogurt & Lassi
M35464,7975141,7579698,2014-09-05,Cream Biscuits
M35464,7975141,92377178,2014-09-05,Hair Oil
M35464,7975141,7630967,2014-09-05,Regular Pasta
M35464,7975141,34990550,2014-09-05,Healthy & Digestive Biscuits
M35464,7975141,15669965,2014-09-05,Raisins
M35464,7975141,34993000,2014-09-05,Yogurt & Lassi
M35464,7975141,15669961,2014-09-05,Other Dry Fruits
M35464,7975141,15669958,2014-09-05,Other Dry Fruits
M35464,7975141,15670010,2014-09-05,Almonds
M35464,7975141,15669835,2014-09-05,Raw Rice
M35464,7985651,34991043,2014-05-13,Brushes & Scrubbers
M35464,7985651,34987249,2014-05-13,Frozen Chicken
M35464,7985651,7569799,2014-05-13,Namkeen
M35464,7985651,15668451,2014-05-13,Brinjals
M35464,8029731,15669763,2014-08-04,Other Dals
M35464,8029731,15669769,2014-08-04,Other Dals
M35464,8029731,15669760,2014-08-04,Whole Spices
M35464,8029731,15669821,2014-08-04,Whole Spices
M35464,8029731,15669832,2014-08-04,Sugar
M35464,8029731,7569802,2014-08-04,Namkeen
M35464,8029731,15668469,2014-08-04,Beans
M35464,8029731,15668377,2014-08-04,Root Vegetables
M35464,8029731,15669778,2014-08-04,Other Dals
M35464,8029731,15668478,2014-08-04,Banana
M35464,8029731,7572303,2014-08-04,Namkeen
M35464,8029731,7569806,2014-08-04,Namkeen
M35464,8029731,7572313,2014-08-04,Namkeen
M35464,8029731,34990370,2014-08-04,Salty Biscuits
M35464,8029731,15668381,2014-08-04,Other Vegetables
M35464,8029731,34986135,2014-08-04,Whole Spices
M35464,8029731,34990371,2014-08-04,Cream Biscuits
M35464,8029731,34990372,2014-08-04,Healthy & Digestive Biscuits
M35464,8050478,15669878,2014-04-17,Toor Dal
M35464,8050478,15669863,2014-04-17,Moong Dal
M35464,8050478,15669996,2014-04-17,Other Dals
M35464,8050478,15669976,2014-04-17,Almonds
M35464,8050478,15668478,2014-04-17,Banana
M35464,8050478,15668466,2014-04-17,Root Vegetables
M35464,8120708,34987566,2014-03-23,Whole Spices
M35464,8120708,21408953,2014-03-23,Whole Spices
M35464,8120708,15669812,2014-03-23,Jaggery
M35464,8120708,15669832,2014-03-23,Sugar
M35464,8120708,21408942,2014-03-23,Other Rice Products
M35464,8120708,15668416,2014-03-23,Banana
M35464,8120708,15669835,2014-03-23,Raw Rice
M35464,8153146,34990370,2014-08-03,Salty Biscuits
M35464,8153146,15668478,2014-08-03,Banana
M35464,8153146,15669869,2014-08-03,Moong Dal
M35464,8153146,15668688,2014-08-03,Root Vegetables
M35464,8153146,15669763,2014-08-03,Other Dals
M35464,8153146,7593949,2014-08-03,Cream Biscuits
M35464,8153146,29247044,2014-08-03,Besan
M35464,8153146,15669878,2014-08-03,Toor Dal
M35464,8153146,15669772,2014-08-03,Other Dals
M35464,8153146,34990549,2014-08-03,Healthy & Digestive Biscuits
M35464,8153146,34990371,2014-08-03,Cream Biscuits
M35464,8153146,15669977,2014-08-03,Almonds
M35464,8153146,15669857,2014-08-03,Raw Peanuts
M35464,8153146,93174226,2014-08-03,Body Wash
M35464,8153146,15668381,2014-08-03,Other Vegetables
M35464,8153146,34990372,2014-08-03,Healthy & Digestive Biscuits
M35464,8153146,15669760,2014-08-03,Whole Spices
M35464,8176008,15669763,2014-02-19,Other Dals
M35464,8176008,34987249,2014-02-19,Frozen Chicken
M35464,8176008,15669864,2014-02-19,Other Dals
M35464,8176008,15669879,2014-02-19,Other Dals
M35464,8176008,15670269,2014-02-19,Other Dals
M35464,8176008,15669814,2014-02-19,Jaggery
M35464,8176008,15669824,2014-02-19,Raw Rice
M35464,8176008,15670010,2014-02-19,Almonds
M35464,8176008,7580780,2014-02-19,Hand Wash
M35464,8176008,15669772,2014-02-19,Other Dals
M35464,8176008,29247044,2014-02-19,Besan
M35464,8201621,34990372,2014-02-02,Healthy & Digestive Biscuits
M35464,8201621,21410682,2014-02-02,Organic Flours
M35464,8201621,15669817,2014-02-02,Whole Spices
M35464,8201621,7630967,2014-02-02,Regular Pasta
M35464,8201621,15669869,2014-02-02,Moong Dal
M35464,8201621,15669832,2014-02-02,Sugar
M35464,8201621,15669821,2014-02-02,Whole Spices
M35464,8201621,34987566,2014-02-02,Whole Spices
M35464,8201621,15670010,2014-02-02,Almonds
M35464,8201621,15669824,2014-02-02,Raw Rice
M35464,8201621,34989499,2014-02-02,Other Dals
M35464,8201621,15669884,2014-02-02,Whole Spices
M35464,8285456,34987566,2014-09-01,Whole Spices
M35464,8285456,15669884,2014-09-01,Whole Spices
M35464,8285456,15669817,2014-09-01,Whole Spices
M35464,8285456,34986125,2014-09-01,Whole Spices
M35464,8285456,7572313,2014-09-01,Namkeen
M35464,8285456,7569806,2014-09-01,Namkeen
M35464,8285456,92388173,2014-09-01,Namkeen
M35464,8285456,34987565,2014-09-01,Powdered Spices
M35464,8285456,29247044,2014-09-01,Besan
M35464,8285456,7572311,2014-09-01,Namkeen
M35464,8285456,34986122,2014-09-01,Whole Spices
M35464,8285456,7580780,2014-09-01,Hand Wash
M35464,8285456,15670009,2014-09-01,Almonds
M35464,8285456,15669814,2014-09-01,Jaggery
M35464,8285456,7578347,2014-09-01,Chilli & Soya Sauces
M35464,8319854,7547323,2013-12-23,Liquid Soaps & Bars
M35464,8319854,15669762,2013-12-23,Urad Dal
M35464,8319854,7630967,2013-12-23,Regular Pasta
M35464,8319854,15669863,2013-12-23,Moong Dal
M35464,8319854,15669860,2013-12-23,Moong Dal
M35464,8325707,34987249,2013-11-21,Frozen Chicken
M35464,8325707,34986135,2013-11-21,Whole Spices
M35464,8325707,34987012,2013-11-21,Frozen Chicken
M35464,8351769,15668471,2013-05-12,Beans
M35464,8351769,34986438,2013-05-12,Face Wash
M35464,8351769,15668466,2013-05-12,Root Vegetables
M35464,8351769,7577718,2013-05-12,Cream Biscuits
M35464,8351769,7573614,2013-05-12,Face Wash
M35464,8351769,7643862,2013-05-12,Regular Pasta
M35464,8351769,7630966,2013-05-12,Regular Pasta
M35464,8356657,34986135,2013-10-31,Whole Spices
M35464,8356657,15669880,2013-10-31,Sooji & Rava
M35464,8356657,15669885,2013-10-31,Moong Dal
M35464,8356657,15669878,2013-10-31,Toor Dal
M35464,8356657,15669869,2013-10-31,Moong Dal
M35464,8356657,15670269,2013-10-31,Other Dals
M35464,8356657,15669872,2013-10-31,Avalakki / Poha
M35464,8356657,93073679,2013-10-31,Namkeen
M35464,8356657,92377179,2013-10-31,Hair Oil
M35464,8356657,92388173,2013-10-31,Namkeen
M35464,8356657,21409004,2013-10-31,Other Dals
M35464,8356657,15669832,2013-10-31,Sugar
M35464,8356657,7569806,2013-10-31,Namkeen
M35464,8356657,7572303,2013-10-31,Namkeen
M35464,8356657,7580780,2013-10-31,Hand Wash
M35464,8356657,15669866,2013-10-31,Other Dals
M35464,8356657,29247044,2013-10-31,Besan
M35464,8356657,92388167,2013-10-31,Namkeen
M35464,8356657,7571385,2013-10-31,"Glucose, Marie & Milk Biscuits"
M35464,8356657,15669835,2013-10-31,Raw Rice
M35464,8356657,15669857,2013-10-31,Raw Peanuts
M35464,8356657,15669769,2013-10-31,Other Dals
M35464,8356657,15669821,2013-10-31,Whole Spices
M35464,8356657,15669817,2013-10-31,Whole Spices
M35464,8356657,7630966,2013-10-31,Regular Pasta
M35464,8376113,7753739,2013-12-11,Health Drinks
M35464,8376113,15669832,2013-12-11,Sugar
M35464,8376113,7634572,2013-12-11,Phenyles & Acids
M35464,8376113,34987565,2013-12-11,Powdered Spices
M35538,6430773,15668478,2014-01-10,Banana
M35538,6430773,15669879,2014-01-10,Other Dals
M35538,6430773,15668451,2014-01-10,Brinjals
M35538,6430773,15668375,2014-01-10,Root Vegetables
M35538,6430773,15669861,2014-01-10,Raw Peanuts
M35538,6430773,15668465,2014-01-10,Root Vegetables
M35538,6430773,15669816,2014-01-10,Other Dals
M35538,6430773,15668468,2014-01-10,Beans
M35538,6457092,34938526,2014-09-20,Other Sweets
M35538,6457092,15668478,2014-09-20,Banana
M35538,6457092,15669772,2014-09-20,Other Dals
M35538,6457092,15668375,2014-09-20,Root Vegetables
M35538,6457092,7586526,2014-09-20,Snacky Nuts
M35538,6457092,7569799,2014-09-20,Namkeen
M35538,6482000,7637248,2014-09-27,Mosquito Repellent
M35538,6482000,7572313,2014-09-27,Namkeen
M35538,6482000,7586526,2014-09-27,Snacky Nuts
M35538,6482000,7736902,2014-09-27,Namkeen
M35538,6482000,15668478,2014-09-27,Banana
M35538,6503445,15668468,2014-09-14,Beans
M35538,6503445,15668465,2014-09-14,Root Vegetables
M35538,6503445,7586526,2014-09-14,Snacky Nuts
M35538,6503445,15668416,2014-09-14,Banana
M35538,6503445,15668688,2014-09-14,Root Vegetables
M35538,6536469,15668687,2014-06-09,Root Vegetables
M35538,6536469,34934493,2014-06-09,Chips
M35538,6536469,34989501,2014-06-09,Other Dals
M35538,6536469,7580184,2014-06-09,Health Drinks
M35538,6536469,15668416,2014-06-09,Banana
M35538,6536469,7586526,2014-06-09,Snacky Nuts
M35538,6536469,7704153,2014-06-09,Mosquito Repellent
M35538,6536469,15668462,2014-06-09,Gourd & Cucumber
M35538,6536469,15668465,2014-06-09,Root Vegetables
M35538,6536469,7569799,2014-06-09,Namkeen
M35538,6588288,15669875,2014-08-15,Toor Dal
M35538,6588288,15668688,2014-08-15,Root Vegetables
M35538,6588288,7586526,2014-08-15,Snacky Nuts
M35538,6588288,15669998,2014-08-15,Other Dals
M35538,6588288,15668416,2014-08-15,Banana
M35538,6588288,34986123,2014-08-15,Whole Spices
M35538,6588288,15668381,2014-08-15,Other Vegetables
M35538,6588288,15668451,2014-08-15,Brinjals
M35538,6588288,34986112,2014-08-15,Whole Spices
M35538,6588288,15669863,2014-08-15,Moong Dal
M35538,6588288,15669857,2014-08-15,Raw Peanuts
M35538,6588288,15670251,2014-08-15,Organic F&V
M35538,6588288,15669774,2014-08-15,Urad Dal
M35538,6588288,15669776,2014-08-15,Other Dals
M35538,6615119,15668688,2014-08-23,Root Vegetables
M35538,6615119,7586526,2014-08-23,Snacky Nuts
M35538,6615119,15668478,2014-08-23,Banana
M35538,6615119,34932062,2014-08-23,Ready Masalas
M35538,6631338,15668465,2014-08-08,Root Vegetables
M35538,6631338,15668687,2014-08-08,Root Vegetables
M35538,6631338,15668416,2014-08-08,Banana
M35538,6631338,7586526,2014-08-08,Snacky Nuts
M35538,6631338,7624790,2014-08-08,Ghee
M35538,6631338,7611899,2014-08-08,Honey
M35538,6631338,7586553,2014-08-08,Snacky Nuts
M35538,6631338,15669777,2014-08-08,Urad Dal
M35538,6631338,15669976,2014-08-08,Almonds
M35538,6631338,15669761,2014-08-08,Whole Spices
M35538,6631338,7736902,2014-08-08,Namkeen
M35538,6631338,7572313,2014-08-08,Namkeen
M35538,6660955,15668478,2014-07-29,Banana
M35538,6660955,7586526,2014-07-29,Snacky Nuts
M35538,6671996,15668688,2014-01-08,Root Vegetables
M35538,6671996,7586308,2014-01-08,Chips
M35538,6671996,7572307,2014-01-08,Namkeen
M35538,6671996,15668478,2014-01-08,Banana
M35538,6671996,15668467,2014-01-08,Beans
M35538,6671996,7569799,2014-01-08,Namkeen
M35538,6671996,34989501,2014-01-08,Other Dals
M35538,6671996,15669879,2014-01-08,Other Dals
M35538,6688210,15668451,2014-07-19,Brinjals
M35538,6688210,15669815,2014-07-19,Jaggery
M35538,6688210,7580184,2014-07-19,Health Drinks
M35538,6688210,15669861,2014-07-19,Raw Peanuts
M35538,6688210,15668688,2014-07-19,Root Vegetables
M35538,6688210,15668416,2014-07-19,Banana
M35538,6688210,7586526,2014-07-19,Snacky Nuts
M35538,6707524,7572313,2014-07-24,Namkeen
M35538,6707524,7736902,2014-07-24,Namkeen
M35538,6707524,7586308,2014-07-24,Chips
M35538,6707524,7586526,2014-07-24,Snacky Nuts
M35538,6717202,15668478,2014-07-27,Banana
M35538,6717202,7586526,2014-07-27,Snacky Nuts
M35538,6766832,15668478,2014-03-07,Banana
M35538,6766832,34989441,2014-03-07,Soya Products
M35538,6766832,15668465,2014-03-07,Root Vegetables
M35538,6766832,7569799,2014-03-07,Namkeen
M35538,6766832,15669861,2014-03-07,Raw Peanuts
M35538,6766832,15668375,2014-03-07,Root Vegetables
M35538,6788222,15668687,2014-06-20,Root Vegetables
M35538,6788222,15668416,2014-06-20,Banana
M35538,6806905,7586526,2014-06-26,Snacky Nuts
M35538,6806905,7572432,2014-06-26,Cooking Paste
M35538,6806905,15668465,2014-06-26,Root Vegetables
M35538,6806905,15668688,2014-06-26,Root Vegetables
M35538,6806905,15668521,2014-06-26,Bread
M35538,6806905,15670270,2014-06-26,Other Dals
M35538,6806905,15669878,2014-06-26,Toor Dal
M35538,6806905,15668416,2014-06-26,Banana
M35538,6806905,15669884,2014-06-26,Whole Spices
M35538,6806905,15668451,2014-06-26,Brinjals
M35538,7351499,15670144,2013-10-19,Organic F&V
M35538,7351499,7586526,2013-10-19,Snacky Nuts
M35538,7351499,15668478,2013-10-19,Banana
M35538,7351499,15668465,2013-10-19,Root Vegetables
M35538,7351499,15668688,2013-10-19,Root Vegetables
M35538,7351499,15670157,2013-10-19,Organic F&V
M35538,7351499,15668381,2013-10-19,Other Vegetables
M35538,7381754,15668451,2013-09-27,Brinjals
M35538,7381754,15668375,2013-09-27,Root Vegetables
M35538,7381754,15669816,2013-09-27,Other Dals
M35538,7381754,15669815,2013-09-27,Jaggery
M35538,7381754,15669822,2013-09-27,Other Dals
M35538,7381754,7586553,2013-09-27,Snacky Nuts
M35538,7381754,15669861,2013-09-27,Raw Peanuts
M35538,7381754,15668478,2013-09-27,Banana
M35538,7381754,7586526,2013-09-27,Snacky Nuts
M35538,7381754,15668465,2013-09-27,Root Vegetables
M35538,7381754,15668521,2013-09-27,Bread
M35538,7396554,15669869,2013-06-10,Moong Dal
M35538,7396554,15668478,2013-06-10,Banana
M35538,7396554,15670157,2013-06-10,Organic F&V
M35538,7396554,15668688,2013-06-10,Root Vegetables
M35538,7396554,15668468,2013-06-10,Beans
M35538,7396554,7586553,2013-06-10,Snacky Nuts
M35538,7396554,15670241,2013-06-10,Organic F&V
M35538,7396554,15668465,2013-06-10,Root Vegetables
M35538,7396554,7586526,2013-06-10,Snacky Nuts
M35538,7404966,15668465,2013-11-10,Root Vegetables
M35538,7404966,15670144,2013-11-10,Organic F&V
M35538,7404966,15670157,2013-11-10,Organic F&V
M35538,7404966,15668468,2013-11-10,Beans
M35538,7404966,15668478,2013-11-10,Banana
M35538,7404966,15668688,2013-11-10,Root Vegetables
M35538,7404966,7586526,2013-11-10,Snacky Nuts
M35538,7404966,15668451,2013-11-10,Brinjals
M35538,7411860,15668688,2013-07-09,Root Vegetables
M35538,7411860,15668465,2013-07-09,Root Vegetables
M35538,7411860,15670157,2013-07-09,Organic F&V
M35538,7411860,15669887,2013-07-09,Maida
M35538,7411860,15668478,2013-07-09,Banana
M35538,7411860,15670260,2013-07-09,Organic F&V
M35538,7411860,15669806,2013-07-09,Cashews
M35538,7411860,15669874,2013-07-09,Avalakki / Poha
M35538,7422263,7586526,2013-09-13,Snacky Nuts
M35538,7422263,15670260,2013-09-13,Organic F&V
M35538,7422263,15670251,2013-09-13,Organic F&V
M35538,7422263,15668688,2013-09-13,Root Vegetables
M35538,7422263,15670157,2013-09-13,Organic F&V
M35538,7422263,15668465,2013-09-13,Root Vegetables
M35538,7422263,7625765,2013-09-13,Sunflower Oils
M35538,7422263,15668478,2013-09-13,Banana
M35538,7422263,7586553,2013-09-13,Snacky Nuts
M35538,7422263,15668468,2013-09-13,Beans
M35538,7422263,7572307,2013-09-13,Namkeen
M35538,7422263,15669772,2013-09-13,Other Dals
M35538,7422263,15669997,2013-09-13,Other Dals
M35538,7434648,15668465,2013-09-20,Root Vegetables
M35538,7434648,7726260,2013-09-20,Other Oils
M35538,7434648,7586553,2013-09-20,Snacky Nuts
M35538,7434648,15670252,2013-09-20,Organic F&V
M35538,7434648,7572307,2013-09-20,Namkeen
M35538,7434648,15670157,2013-09-20,Organic F&V
M35538,7434648,15668688,2013-09-20,Root Vegetables
M35538,7434648,7586526,2013-09-20,Snacky Nuts
M35538,7434648,15668478,2013-09-20,Banana
M35538,7439975,15668465,2013-08-14,Root Vegetables
M35538,7439975,15668416,2013-08-14,Banana
M35538,7439975,15670252,2013-08-14,Organic F&V
M35538,7439975,7586556,2013-08-14,Namkeen
M35538,7439975,15668381,2013-08-14,Other Vegetables
M35538,7439975,15670250,2013-08-14,Organic F&V
M35538,7439975,15670260,2013-08-14,Organic F&V
M35538,7439975,7586526,2013-08-14,Snacky Nuts
M35538,7439975,15668451,2013-08-14,Brinjals
M35538,7439975,15668688,2013-08-14,Root Vegetables
M35538,7439975,15670157,2013-08-14,Organic F&V
M35538,7439975,7586553,2013-08-14,Snacky Nuts
M35538,7439975,15668468,2013-08-14,Beans
M35538,7439975,15670251,2013-08-14,Organic F&V
M35538,7452452,15668471,2013-08-23,Beans
M35538,7452452,7586556,2013-08-23,Namkeen
M35538,7452452,15668465,2013-08-23,Root Vegetables
M35538,7452452,15670157,2013-08-23,Organic F&V
M35538,7452452,15668688,2013-08-23,Root Vegetables
M35538,7452452,7586553,2013-08-23,Snacky Nuts
M35538,7452452,7692619,2013-08-23,Shaving Blade & Razors
M35538,7452452,7586526,2013-08-23,Snacky Nuts
M35538,7452452,15668478,2013-08-23,Banana
M35538,7452452,7587673,2013-08-23,Organic Dals & Pulses
M35538,7452452,15670251,2013-08-23,Organic F&V
M35538,7461020,15668465,2013-08-29,Root Vegetables
M35538,7461020,7627860,2013-08-29,Sunflower Oils
M35538,7461020,7586526,2013-08-29,Snacky Nuts
M35538,7461020,15670260,2013-08-29,Organic F&V
M35538,7461020,15668688,2013-08-29,Root Vegetables
M35538,7461020,7586553,2013-08-29,Snacky Nuts
M35538,7461020,15670250,2013-08-29,Organic F&V
M35538,7461020,15670157,2013-08-29,Organic F&V
M35538,7461020,15670255,2013-08-29,Organic F&V
M35538,7461020,15670251,2013-08-29,Organic F&V
M35538,7482573,15670157,2013-01-08,Organic F&V
M35538,7482573,15668688,2013-01-08,Root Vegetables
M35538,7482573,7718555,2013-01-08,Other Oils
M35538,7482573,7586553,2013-01-08,Snacky Nuts
M35538,7482573,15668478,2013-01-08,Banana
M35538,7482573,15668379,2013-01-08,Other Vegetables
M35538,7482573,15670241,2013-01-08,Organic F&V
M35538,7482573,7586526,2013-01-08,Snacky Nuts
M35538,7482573,15668465,2013-01-08,Root Vegetables
M35538,7482573,15670251,2013-01-08,Organic F&V
M35538,7504739,15670161,2013-05-07,Organic F&V
M35538,7504739,15668451,2013-05-07,Brinjals
M35538,7504739,7586553,2013-05-07,Snacky Nuts
M35538,7504739,7572307,2013-05-07,Namkeen
M35538,7504739,15670160,2013-05-07,Organic F&V
M35538,7504739,15668478,2013-05-07,Banana
M35538,7504739,7586526,2013-05-07,Snacky Nuts
M35538,7504739,15670241,2013-05-07,Organic F&V
M35538,7504739,15670252,2013-05-07,Organic F&V
M35538,7504739,15668468,2013-05-07,Beans
M35538,7504739,15670157,2013-05-07,Organic F&V
M35538,7504739,15670251,2013-05-07,Organic F&V
M35538,7516927,15668478,2013-12-07,Banana
M35538,7516927,15670260,2013-12-07,Organic F&V
M35538,7516927,7586526,2013-12-07,Snacky Nuts
M35538,7516927,15668688,2013-12-07,Root Vegetables
M35538,7516927,15670160,2013-12-07,Organic F&V
M35538,7516927,7586553,2013-12-07,Snacky Nuts
M35538,7516927,7572307,2013-12-07,Namkeen
M35538,7516927,15670157,2013-12-07,Organic F&V
M35538,7528177,21410671,2013-07-19,Fryums & Papad
M35538,7528177,7586553,2013-07-19,Snacky Nuts
M35538,7528177,7586526,2013-07-19,Snacky Nuts
M35538,7528177,15668688,2013-07-19,Root Vegetables
M35538,7528177,15670163,2013-07-19,Organic F&V
M35538,7528177,15670160,2013-07-19,Organic F&V
M35538,7528177,15668468,2013-07-19,Beans
M35538,7528177,15670157,2013-07-19,Organic F&V
M35538,7528177,15670260,2013-07-19,Organic F&V
M35538,7528177,15670241,2013-07-19,Organic F&V
M35538,7528177,7586364,2013-07-19,Namkeen
M35538,7538697,15670157,2013-06-14,Organic F&V
M35538,7538697,7753734,2013-06-14,Health Drinks
M35538,7538697,15670251,2013-06-14,Organic F&V
M35538,7538697,15670144,2013-06-14,Organic F&V
M35538,7538697,15668465,2013-06-14,Root Vegetables
M35538,7538697,15668688,2013-06-14,Root Vegetables
M35538,7574463,7586526,2013-05-24,Snacky Nuts
M35538,7574463,15669764,2013-05-24,Besan
M35538,7574463,15670157,2013-05-24,Organic F&V
M35538,7574463,15669778,2013-05-24,Other Dals
M35538,7574463,7586553,2013-05-24,Snacky Nuts
M35538,7574463,15670253,2013-05-24,Organic F&V
M35538,7574463,15669823,2013-05-24,Whole Spices
M35538,7574463,15668478,2013-05-24,Banana
M35538,7574463,7572307,2013-05-24,Namkeen
M35538,7574463,15670251,2013-05-24,Organic F&V
M35538,7574463,15670248,2013-05-24,Organic F&V
M35538,7583872,15670241,2013-01-06,Organic F&V
M35538,7583872,15670157,2013-01-06,Organic F&V
M35538,7583872,15668379,2013-01-06,Other Vegetables
M35538,7583872,15669869,2013-01-06,Moong Dal
M35538,7583872,15670260,2013-01-06,Organic F&V
M35538,7583872,15670251,2013-01-06,Organic F&V
M35538,7583872,7580802,2013-01-06,Sunflower Oils
M35538,7583872,15668478,2013-01-06,Banana
M35538,7583872,15668468,2013-01-06,Beans
M35538,7583872,15668465,2013-01-06,Root Vegetables
M35538,7594341,7586526,2013-08-06,Snacky Nuts
M35538,7594341,15668688,2013-08-06,Root Vegetables
M35538,7594341,15670157,2013-08-06,Organic F&V
